date,industrial_production_index,industrial_production_1m_growth_rate,industrial_production_12m_growth_rate,nominal_er_nat_currency_per_usd,nominal_er_growth_rate,real_er_nat_currency_per_usd,real_er_growth_rate,reserves_in_usd_italy,reserves_index_italy,reserves_in_usd_usa,reserves_index_usa,cpi_italy,inflation_rate_italy,cpi_usa,inflation_rate_usa
1960-01-01,31.1342775149406,,,621.11801242236,,2014.00718236063,,2989.5,100.0,21478.1,100.0,4.14394215019491,,13.436946098585,
1960-02-01,32.602650265837,4.7162576687117985,,621.11801242236,0.0,2024.3926512224295,0.5156619575520383,2958.5,98.9630372972069,21395.7,99.61635340183723,4.13675363270369,-0.17347050780817108,13.4828059828805,0.3412969283275391
1960-03-01,33.7128833213928,3.4053460270963676,,620.600000001,-0.08339999983896229,2026.224791400959,0.09050320240113763,2923.5,97.7922729553437,21344.7,99.37890223064426,4.12956619053297,-0.1737459565853361,13.4828059828805,0.0
1960-04-01,33.8919531690631,0.5311614730878489,,625.000000625,0.70899139928986,2049.3152685149003,1.1395812158618401,2959.5,98.9964877069744,21278.0,99.06835334596636,4.12597139412712,-0.08705021883633757,13.528665867176,0.34013605442169137
1960-05-01,34.6321085394336,2.183867558999597,,625.000000625,0.0,2045.7510370388054,-0.17392304302098482,2970.5,99.36444221441712,21234.3,98.8648902835912,4.13315991161833,0.17422606229025028,13.528665867176,0.0
1960-06-01,35.3722639098041,2.137194071009918,,625.000000625,0.0,2052.685786316901,0.33898305084736347,2997.5,100.26760327814014,21169.8,98.56458439061183,4.13315991161833,0.0,13.5745257514715,0.33898305084736347
1960-07-01,33.8919531690631,-4.184947688153773,,625.000000625,0.0,2043.7994566629418,-0.4329123197127971,3088.5,103.31159056698445,20999.4,97.77121812450822,4.15113066768612,0.4347945990977431,13.5745257514715,0.0
1960-08-01,27.4454386529327,-19.020781965480936,,625.000000625,0.0,2040.2668528516813,-0.1728449334764237,3201.5,107.09148687071416,20803.4,96.85866068227638,4.15831810985684,0.17314420446143952,13.5745257514715,0.0
1960-09-01,35.0021862246188,27.53371030882983,,625.000000625,0.0,2042.0316269552704,0.08649721976918823,3193.5,106.82388359257399,20430.0,95.12014563671833,4.15472438877148,-0.08642246673820075,13.5745257514715,0.0
1960-10-01,34.6321085394336,-1.0572987721689797,,625.000000625,0.0,2055.829137948208,0.6756756756755022,3174.5,106.18832580699113,20068.2,93.43563909284342,4.15472438877148,0.0,13.6662455200625,0.6756756756755022
1960-11-01,35.7304036051447,3.171320234401942,,625.000000625,0.0,2046.975722705099,-0.43064937059628106,3216.5,107.59324301722697,19558.2,91.06112738091359,4.17269406951877,0.4325119807189859,13.6662455200625,0.0
1960-12-01,34.8111783871039,-2.5726695623120355,,625.000000625,0.0,2043.455355689892,-0.17197893341670545,3250.5,108.73055694932263,19358.8,90.1327398606022,4.17988258700998,0.17227521048623906,13.6662455200625,0.0
1961-01-01,34.4411007019186,-1.063100137174322,10.621165644171882,625.000000625,0.0,2034.7074470014963,-0.4280939470508893,3155.5,105.55276802140827,19056.2,88.72386291152384,4.19785334307777,0.4299344704953745,13.6662455200625,0.0
1961-02-01,36.1004812903299,4.818024263431453,10.72867081655058,625.000000625,0.0,2034.7074470014963,0.0,3103.5,103.81334671349724,18978.0,88.3597711156946,4.19785334307777,0.0,13.6662455200625,0.0
1961-03-01,36.6615668130301,1.5542328042327025,8.746458923512446,625.000000625,0.0,2032.9670535267817,-0.0855353174865181,3123.5,104.48235490884763,18988.2,88.4072613499332,4.20144706416313,0.08560854302559484,13.6662455200625,0.0
1961-04-01,37.2107143458857,1.497883425594404,9.792180345191781,625.000000625,0.0,2029.4946646872647,-0.17080398983805312,3148.5,105.31861515303562,19165.1,89.23089100060061,4.20863558165434,0.17109622902369281,13.6662455200625,0.0
1961-05-01,37.9508697162562,1.989092075713783,9.58290244743174,625.000000625,0.0,2024.3085237083803,-0.2555385372093877,3218.5,107.66014383676199,19196.9,89.37894878969742,4.21941782023091,0.2561932095895836,13.6662455200625,0.0
1961-06-01,38.1299395639265,0.4718464926077637,7.796152548093072,625.000000625,0.0,2024.3085237083803,0.0,3328.5,111.33968891118917,19307.9,89.89575427994097,4.21941782023091,0.0,13.6662455200625,0.0
1961-07-01,37.2107143458857,-2.4107701941139426,9.792180345191781,625.000000625,0.0,2032.700671427806,0.41456861052246996,3475.5,116.25689914701456,19234.6,89.55447642016752,4.23019898348699,0.2555130521653348,13.7579652886536,0.6711409395978807
1961-08-01,29.2838890890143,-21.30253448829007,6.698564593301359,625.000000625,0.0,2022.4881213520075,-0.502412884461978,3703.75,123.8919551764509,19641.5,91.44896429386212,4.2373875009782,0.1699333180134266,13.7121054043581,-0.3333333333332411
1961-09-01,38.5000172491118,31.471667346107,9.993178717599083,625.000000625,0.0,2025.8156000956485,0.16452401912832038,3709.75,124.09265763505604,19520.9,90.88746211257049,4.24457601846942,0.1696450345775702,13.7579652886536,0.334448160535028
1961-10-01,39.4192424671526,2.3875968992247865,13.822819717338785,625.000000625,0.0,2020.682582898753,-0.2533802778818095,3763.75,125.89897976250208,19171.9,89.26255115675968,4.25535825704599,0.254023924407365,13.7579652886536,0.0
1961-11-01,41.2576929032342,4.663840096910921,15.469428666889296,625.000000625,0.0,2007.1211897013761,-0.6711293160117426,3786.75,126.66833918715503,18827.9,87.66091972753644,4.28411017636985,0.6756638944853455,13.7579652886536,0.0
1961-12-01,40.3384676851934,-2.228009259259245,15.877914951988892,625.000000625,0.0,2000.4085256734754,-0.3344423875520697,3800.75,127.1366449239003,18752.9,87.31172682872322,4.29848613603179,0.33556465800608226,13.7579652886536,0.0
1962-01-01,39.7893201523378,-1.3613495116899799,15.528596187174903,625.000000625,0.0,1992.0802011820197,-0.4163311835842065,3789.75,126.7686904164576,18649.8,86.831702990488,4.31645689209957,0.41807174663519575,13.7579652886536,0.0
1962-02-01,40.7443593399127,2.4002400240024757,12.86375661375665,625.000000625,0.0,1987.138556091753,-0.24806456523861486,3696.75,123.65780230807827,18512.0,86.19011923773519,4.34161509033808,0.5828437273301068,13.8038251729491,0.3333333333332522
1962-03-01,40.9353671774277,0.4687957808380494,11.65744057310345,625.000000625,0.0,1975.6900969165758,-0.5761278769455092,3636.75,121.6507777220271,18328.7,85.3366917930357,4.36677328857658,0.5794663440913395,13.8038251729491,0.0
1962-04-01,41.5561426493513,1.5164771070281358,11.677895412255278,625.000000625,0.0,1966.0722248444388,-0.4868107648637543,3642.75,121.85148018063221,18192.4,84.70209189825917,4.40271372539166,0.8230433420736594,13.8496850572446,0.3322259136211647
1962-05-01,42.4276159080134,2.097098534903852,11.796162315193515,625.000000625,0.0,1966.0722248444388,0.0,3576.75,119.6437531359759,18124.5,84.38595592720027,4.40271372539166,0.0,13.8496850572446,0.0
1962-06-01,40.9353671774277,-3.5171637591445593,7.357545397620635,625.000000625,0.0,1959.6729247874575,-0.32548651957522434,3609.75,120.74761665830407,18490.3,86.08908609234523,4.41709076037408,0.3265493938318986,13.8496850572446,0.0
1962-07-01,40.8756772282042,-0.1458151064452129,9.84921398780867,625.000000625,0.0,1953.4464493775827,-0.3177303381149743,3534.75,118.23883592574009,17784.5,82.80294811924705,4.44584267969795,0.6509243500678163,13.8955449415401,0.3311258278144935
1962-08-01,32.029626753292,-21.641355140186956,9.376273950264856,625.000000625,0.0,1951.8686896206361,-0.08076800658903815,3694.75,123.59090148854324,17638.6,82.12365153342242,4.44943640078331,0.08083329402928108,13.8955449415401,0.0
1962-09-01,41.0069951164958,28.02832650018661,6.51162790697668,625.000000625,0.0,1952.003650975938,0.006914468991658929,3771.75,126.16658304064225,17610.3,81.9918894129369,4.46381236044524,0.32309619392243416,13.9414048258356,0.3300330033002341
1962-10-01,41.6277705884195,1.5138282387191504,5.602665051484013,625.000000625,0.0,1944.176636472296,-0.40097335369884135,3797.75,127.03629369459777,17435.7,81.17896834449976,4.48178311651303,0.40258762279152815,13.9414048258356,0.0
1962-11-01,43.9556786081332,5.5921995985086514,6.53935185185186,625.000000625,0.0,1931.7836920967263,-0.6374392194145817,3898.75,130.41478508111723,17286.2,80.4829104995321,4.51053503583689,0.6415285741499632,13.9414048258356,0.0
1962-12-01,43.5617249432586,-0.8962520369363736,7.99052974252743,625.000000625,0.0,1902.97321452313,-1.4913925245080506,4067.76,136.06823883592574,17220.4,80.17655192963997,4.57882326370218,1.513971786555901,13.9414048258356,0.0
1963-01-01,42.1888561111197,-3.151548369416346,6.030603060306161,625.000000625,0.0,1882.288862402423,-1.0869491994342284,3939.75,131.78625188158554,17177.9,79.97867595364582,4.62913966017919,1.0988936147827477,13.9414048258356,0.0
1963-02-01,42.1411041517409,-0.11318619128479757,3.428069147377566,625.000000625,0.0,1856.3463699954589,-1.3782418270197438,3947.74,132.05352065562803,17114.3,79.6825603754522,4.69383201631813,1.397502795075245,13.9414048258356,0.0
1963-03-01,44.3615702628525,5.2691218130312745,8.369787109944514,625.000000625,0.0,1856.7659918961492,0.02260472008202008,3950.74,132.15387188493057,17188.5,80.02802855001141,4.70820797598006,0.30627341609055225,13.9872647101311,0.32894736842097316
1963-04-01,45.6628111559233,2.933261571582446,9.882217753519296,625.000000625,0.0,1845.4955628274079,-0.6069924329684562,3972.74,132.88978089981603,17139.9,79.80175155158045,4.73696097062442,0.6106993317000597,13.9872647101311,0.0
1963-05-01,46.0687028106426,0.8888888888888502,8.581879572312934,625.000000625,0.0,1845.4955628274079,0.0,3925.73,131.31727713664492,17113.6,79.67930124172995,4.73696097062442,0.0,13.9872647101311,0.0
1963-06-01,46.3432765770703,0.596009328841518,13.210848643919304,625.000000625,0.0,1848.7408337908505,0.17584821274079232,3939.73,131.78558287339018,17064.7,79.45162747170374,4.74414948811563,0.151753783402242,14.0331245944266,0.3278688524589235
1963-07-01,44.3257562933184,-4.35342606903657,8.440420560747675,625.000000625,0.0,1856.188965267916,0.4028759110487723,3959.73,132.4545910687406,16815.1,78.28951350445337,4.74055469170978,-0.07577325324287232,14.0789844787222,0.3267973856215356
1963-08-01,33.7606352807715,-23.83517371397782,5.4043980618712295,625.000000625,0.0,1849.1789955878899,-0.3776538817541364,4069.73,136.13413614316775,16773.9,78.09769020537199,4.75852544777757,0.37908551290881665,14.0789844787222,0.0
1963-09-01,46.8446721505471,38.75530410183856,14.23580786026184,625.000000625,0.0,1836.6938226877967,-0.6751738436291288,4021.73,134.5285164743268,16838.0,78.39613373622434,4.79087216350728,0.6797634284968934,14.0789844787222,0.0
1963-10-01,46.8088581810131,-0.07645259938825477,12.446228850014208,625.000000625,0.0,1822.1722305682238,-0.7906376087399414,3855.73,128.97574845291854,16947.8,78.90735214008689,4.84478228106965,1.1252672941893582,14.1248443630177,0.32573289902271263
1963-11-01,47.7280833990539,1.9637847487885551,8.582292232482303,625.000000625,0.0,1815.4386250898822,-0.3695372679585751,3690.73,123.4564308412778,16817.1,78.2988253150884,4.86275196181695,0.37090791091922704,14.1248443630177,0.0
1963-12-01,46.6059123536534,-2.3511755877939633,6.988215949575038,625.000000625,0.0,1809.297574337411,-0.33826815556307066,3617.73,121.01455092824887,16843.0,78.41941326281189,4.89509867754666,0.6651936184222551,14.1707042473132,0.32467532467523874
1964-01-01,46.2000206989341,-0.8709016393442348,9.507640067911627,625.000000625,0.0,1796.109912460111,-0.728882968968203,3470.23,116.08061548753972,16880.9,78.59587207434551,4.93104018968223,0.7342346805066624,14.1707042473132,0.0
1964-02-01,45.6986251254573,-1.0852713178294504,8.44192634560914,625.000000625,0.0,1793.4957283660458,-0.14554699998757803,3287.73,109.97591570496739,16770.5,78.08186012729246,4.93822763185295,0.1457591480547915,14.1707042473132,0.0
1964-03-01,47.4893236021602,3.918495297805702,7.0505920344456685,625.000000625,0.0,1788.289734837913,-0.29027075146008663,3107.73,103.95484194681386,16894.0,78.65686443400489,4.95260359151488,0.2911157754089899,14.1707042473132,0.0
1964-04-01,46.9043620997706,-1.2317747611865104,2.718954248365968,625.000000625,0.0,1785.6978616795784,-0.14493586289973104,2938.73,98.30172269610303,16898.9,78.67967837006069,4.9597921090061,0.14514623184331832,14.1707042473132,0.0
1964-05-01,46.3790905466044,-1.1198778315093416,0.6737496760818251,625.000000625,0.0,1770.3037987898022,-0.8620754507314587,2968.73,99.30523498912862,16855.5,78.47761207928076,5.00292106331239,0.8695718158826526,14.1707042473132,0.0
1964-06-01,45.2569195012039,-2.419562419562493,-2.344152498711971,625.000000625,0.0,1764.624023703362,-0.3208361802264137,2979.73,99.67318949657134,16591.2,77.24705630386302,5.03526670372161,0.6465350941956327,14.2165641316087,0.3236245954691741
1964-07-01,44.5406401105228,-1.582695858612404,0.4847831941827252,625.000000625,0.0,1760.264680986621,-0.24704087999392055,3018.16,100.95868874393712,16628.6,77.42118716273787,5.06401969836597,0.5710322081471597,14.2624240159042,0.3225806451611968
1964-08-01,33.3786196057415,-25.060305548110563,-1.1315417256013038,625.000000625,0.0,1749.6377181826851,-0.6037139140904313,3125.66,104.55460779394548,16690.4,77.70892211135995,5.0783956580279,0.28388435508195364,14.2165641316087,-0.3215434083600366
1964-09-01,45.1494775926018,35.26466380543665,-3.6187563710497694,625.000000625,0.0,1747.8597445032165,-0.1016195330605596,3358.0,112.326475999331,16521.0,76.92021175057384,5.09996013518105,0.4246316869592537,14.2624240159042,0.3225806451611968
1964-10-01,44.9465317652421,-0.4494976203068046,-3.97857689364961,625.000000625,0.0,1740.5002794258721,-0.42105581414577653,3523.4,117.85917377487876,16385.5,76.28933658005131,5.12152461233419,0.4228361905102451,14.2624240159042,0.0
1964-11-01,46.9163000896152,4.382470119521775,-1.700850425212741,625.000000625,0.0,1733.9288509657658,-0.3775597474924841,3692.4,123.51229302558957,17015.2,79.22116015848702,5.15746504914927,0.7017526915427341,14.3082839001997,0.3215434083600588
1964-12-01,45.7344390949914,-2.519083969465441,-1.8698770491801908,625.000000625,0.0,1726.7091066291239,-0.4163806567161421,3824.4,127.92774711490216,16672.4,77.62511581564479,5.17902952630241,0.41812163432299876,14.3082839001997,0.0
1965-01-01,44.683895988659,-2.29705037849135,-3.281653746770019,625.000000625,0.0,1718.3618116612724,-0.4834221894009172,3870.4,129.46646596420806,16342.9,76.09099501352541,5.20418772454092,0.48577051184472975,14.3082839001997,0.0
1965-02-01,46.3432765770703,3.713598717606126,1.4106583072099665,625.000000625,0.0,1714.8090036594556,-0.20675552597284597,3937.41,131.70797792272955,15994.9,74.47073996303212,5.21496996311749,0.20718389011458171,14.3082839001997,0.0
1965-03-01,46.3432765770703,0.0,-2.4132730015084203,625.000000625,0.0,1716.7556990881722,0.11352258033181517,3860.91,129.1490215755143,15828.9,73.69785968032554,5.22575220169406,0.20675552597284597,14.3541437844952,0.32051282051273056
1965-04-01,47.1192459169749,1.6743946419371936,0.45813184016278985,625.000000625,0.0,1719.8750443349754,0.1817000082457998,3911.41,130.83826726877405,15592.3,72.5962724822028,5.23293964386478,0.13753890145020709,14.4000036687907,0.31948881789127803
1965-05-01,48.5040527389585,2.9389409678237666,4.581724581724633,625.000000625,0.0,1716.3386052434935,-0.20562186207251365,3993.41,133.58120086971067,15420.0,71.79405999599592,5.24372188244136,0.20604553674188342,14.4000036687907,0.0
1965-06-01,48.6711845967841,0.3445729756337723,7.544183592719733,625.000000625,0.0,1722.548235009247,0.36179514617820097,4119.66,137.80431510286,15761.8,73.38544843352066,5.25809784210329,0.27415564715718155,14.4917234373818,0.6369426751597684
1965-07-01,47.6325794802964,-2.133922001471744,6.941838649155652,625.000000625,0.0,1713.1800077402625,-0.5438586321464767,4333.86,144.9693928750627,15565.6,72.4719598102253,5.28685083674765,0.5468326286005132,14.4917234373818,0.0
1965-08-01,35.7184656153,-25.01253132832072,7.0100143061518905,625.000000625,0.0,1710.853764275266,-0.135785116245013,4452.83,148.94898812510453,15850.4,73.797961644652,5.29403935423886,0.13596974291849584,14.4917234373818,0.0
1965-09-01,48.4801767592691,35.728609625668305,7.377049180327777,625.000000625,0.0,1706.2205237979665,-0.27081452395565364,4380.83,146.54055862184313,15721.2,73.19641867762978,5.30841531390079,0.27154992058038285,14.4917234373818,0.0
1965-10-01,48.6711845967841,0.3939916276779698,8.286852589641502,625.000000625,0.0,1711.6199558353,0.3164556962024223,4329.23,144.81451747783908,15639.4,72.8155656226575,5.30841531390079,0.0,14.5375833216773,0.3164556962024445
1965-11-01,51.4646742204405,5.739514348785701,9.694656488549636,625.000000625,0.0,1705.8454456941902,-0.33737104556553765,4444.23,148.66131460110387,15547.9,72.38955028610539,5.32638499464808,0.33851309071908364,14.5375833216773,0.0
1965-12-01,50.0679294086123,-2.7139874739038894,9.475332811276305,625.000000625,0.0,1703.181995235147,-0.15613668083273025,4799.24,160.536544572671,15450.0,71.93373715552121,5.35154319288659,0.4723315769285863,14.5834432059728,0.3154574132491428
1966-01-01,49.5665338351355,-1.0014306151645114,10.92706385252471,625.000000625,0.0,1698.6186200661039,-0.26793232794908306,4649.74,155.53570831242683,15224.5,70.88383050642283,5.36592022786901,0.2686521338654435,14.5834432059728,0.0
1966-02-01,51.1542864844787,3.2032755298651017,10.381246780010356,625.000000625,0.0,1709.3017560413598,0.6289308176099073,4606.74,154.09734069242347,14961.8,69.6607241795131,5.36592022786901,0.0,14.6751629745638,0.6289308176099073
1966-03-01,53.2553726971434,4.107351225204181,14.914992272024774,625.000000625,0.0,1715.7927868389781,0.3797475065286937,4603.98,154.0050175614651,15025.9,69.95916771036545,5.36232543146316,-0.06699310189480778,14.7210228588593,0.3124999999999156
1966-04-01,52.2645195400345,-1.8605693790629485,10.919685837344861,625.000000625,0.0,1721.8665546755874,0.3539919204229136,4679.95,156.5462451915036,14913.9,69.43770631480439,5.37670246644559,0.2681119444574165,14.8127426274503,0.6230529595014023
1966-05-01,54.640179519127,4.545454545454586,12.650750676839762,625.000000625,0.0,1719.5678790901854,-0.13349905538033724,4690.45,156.89747449406255,14904.5,69.39394080481979,5.38388990861631,0.13367751359825153,14.8127426274503,0.0
1966-06-01,54.640179519127,0.0,12.26391954868773,625.000000625,0.0,1724.8916186539427,0.30959752322043954,4798.2,160.50175614651278,14957.8,69.64210055824304,5.38388990861631,0.0,14.8586025117459,0.30959752322041734
1966-07-01,52.395837428326,-4.107493991697753,9.99999999999992,625.000000625,0.0,1729.061218021185,0.24173109325535957,4998.2,167.19183810001672,15148.2,70.52858493069685,5.38748362970167,0.06674952769016862,14.9044623960414,0.30864197530855453
1966-08-01,37.389784193556,-28.63978127136011,4.679144385026701,625.000000625,0.0,1737.38340468844,0.4813124359344112,5223.2,174.71818029770864,15014.6,69.9065559802776,5.39467214719288,0.13342996443792554,14.9961821646324,0.6153846153844622
1966-09-01,55.6310326762359,48.786717752234885,14.750061561191806,625.000000625,0.0,1736.226797821136,-0.06657176902822304,5000.2,167.25873891955177,14876.0,69.26124750327077,5.39826586827824,0.0666161165554735,14.9961821646324,0.0
1966-10-01,54.90281529571,-1.309012875536597,12.803532008829821,625.000000625,0.0,1744.5228550110576,0.47782105427314203,4899.69,163.89663823381835,14879.6,69.2780087624138,5.40545438576945,0.13316345779581518,15.0879019332234,0.6116207951068819
1966-11-01,56.2159941786255,2.391824309632651,9.232196706100781,625.000000625,0.0,1734.1455749631564,-0.5948491885957807,4860.69,162.5920722528851,14715.1,68.5121123376835,5.43780110149917,0.5984088185976955,15.0879019332234,0.0
1966-12-01,54.8311873566419,-2.463368018687706,9.513590844062868,625.000000625,0.0,1721.6289073253135,-0.7217772151630775,4910.69,164.26459274126105,14881.7,69.28778616358059,5.47733525939961,0.7270247138965846,15.0879019332234,0.0
1967-01-01,54.5685515800588,-0.4789897670368082,10.091522157996025,625.000000625,0.0,1705.2804112734993,-0.9495946531946187,4752.69,158.97942799799296,14195.8,66.09430070630083,5.52984638500146,0.958698401959901,15.0879019332234,0.0
1967-02-01,57.3381652240259,5.075475825858655,12.088681446907712,625.000000625,0.0,1700.303994034793,-0.2918239842437331,4717.69,157.80866365612977,13997.5,65.17103468183872,5.54603103373149,0.2926780891043812,15.0879019332234,0.0
1967-03-01,57.4694831123175,0.22902352696241302,7.913023985653456,625.000000625,0.0,1702.1605494586643,0.10918961729105003,4770.69,159.58153537380832,13854.6,64.50570581196662,5.5568207995515,0.19454932282898518,15.1337618175189,0.30395136778107457
1967-04-01,58.6513441069414,2.056501869547178,12.220191868433062,625.000000625,0.0,1705.6626558074709,0.2057447724258754,4879.33,163.21558789095164,13905.7,64.74362257369135,5.56221568246151,0.09708578168374782,15.1796217018144,0.30303030303022727
1967-05-01,59.5705693249822,1.567270506818641,9.02337775835691,625.000000625,0.0,1705.8517857331167,0.01108835472254377,4939.08,165.21424987456098,13942.5,64.9149598893757,5.57840140651203,0.29099418243625497,15.22548158611,0.30211480362596355
1967-06-01,59.1766156601076,-0.6613226452905296,8.302381472580267,625.000000625,0.0,1706.0401492269227,0.011042195774657593,4967.38,166.16089647098178,14274.3,66.45978927372533,5.59458605524206,0.29013058671498726,15.2713414704055,0.30120481927704557
1967-07-01,56.2876221176936,-4.881985071615946,7.427660059239072,625.000000625,0.0,1707.8695812491446,0.107232647663702,5124.19,171.4062552266265,14223.6,66.2237348741276,5.60537582106208,0.1928608428484191,15.317201354701,0.3003003003002158
1967-08-01,38.7029630764714,-31.240721102863212,3.512132822477554,625.000000625,0.0,1709.6919838692602,0.1067061935011937,5352.69,179.04967385850475,14604.8,67.9985659811622,5.6161655868821,0.19248960577231689,15.3630612389965,0.2994011976046984
1967-09-01,58.1977004928433,50.37014188772358,4.613733905579331,625.000000625,0.0,1706.5984317425598,-0.18094207353650527,5444.22,182.11138986452585,14648.6,68.20249463406913,5.64314107675264,0.48031863472024483,15.408921123292,0.29850746268649253
1967-10-01,58.7229720460095,0.9025641025641518,6.958034355294718,625.000000625,0.0,1713.3158623413372,0.3936151864336601,5562.57,186.07024586051176,14926.7,69.49730190286851,5.63774511852214,-0.0956197648988133,15.4547810075875,0.29761904761895774
1967-11-01,60.298786705508,2.6834722504573527,7.262688468889267,625.000000625,0.0,1716.7567557410248,0.20083240197084073,5538.63,185.26944305067738,15437.6,71.8760039295841,5.64314107675264,0.09571128380336802,15.500640891883,0.2967359050444429
1967-12-01,57.3978551732494,-4.810928529004077,4.68103635967787,625.000000625,0.0,1721.8359177402572,0.29585798816560427,5462.73,182.73055694932262,14830.2,69.04800703972886,5.64314107675264,0.0,15.5465007761785,0.29585798816560427
1968-01-01,57.2665372849578,-0.22878535773719344,4.944213520017504,625.000000625,0.0,1728.6889639080832,0.3980080852779455,5377.34,179.87422645927413,14620.0,68.06933574198835,5.65393084257266,0.1912014190903255,15.6382205447696,0.5899705014754231
1968-02-01,59.1766156601076,3.335417969564447,3.206329377472561,625.000000625,0.0,1733.7584330104514,0.2932551319647203,5351.99,179.02625857166748,14789.8,68.85990846490145,5.65393084257266,0.0,15.6840804290651,0.2932551319647203
1968-03-01,60.298786705508,1.896308250958123,4.923140839218876,625.000000625,0.0,1737.1703242691704,0.19679161720325133,5302.34,177.36544572671016,13926.5,64.84046540429554,5.65932572548267,0.0954182684617999,15.7299403133606,0.29239766081863294
1968-04-01,61.5522756392,2.078796277964745,4.94606146957044,625.000000625,0.0,1738.9196302119171,0.10069858541261745,5290.45,176.96772035457434,13839.7,64.43633282273572,5.67011549130269,0.19065461758873692,15.7758001976561,0.2915451895042942
1968-05-01,62.6744466846005,1.8231186966641388,5.21042084168335,625.000000625,0.0,1742.3168859029759,0.19536588304800429,5353.9,179.09014885432347,14348.3,66.80432626722103,5.67551037421269,0.09514590872576889,15.8216600819516,0.29069767441853855
1968-06-01,62.4118109080174,-0.41904761904763,5.467016340528441,625.000000625,0.0,1754.0846269870174,0.6754076241385132,5383.2,180.0702458605118,14062.6,65.47413411800859,5.67011549130269,-0.09505546733756809,15.9133798505426,0.5797101449273923
1968-07-01,59.8332051015653,-4.131599081866821,6.299045599151665,625.000000625,0.0,1767.5581433525988,0.7681223675464643,5430.1,181.63907007860846,14365.8,66.88580461027745,5.65932572548267,-0.19029181745187085,16.0050996191337,0.576368876081168
1968-08-01,40.7443593399127,-31.903431763766932,5.274521900061768,625.000000625,0.0,1772.6227798665022,0.2865329512893533,5559.57,185.96989463120923,14427.0,67.17074601570903,5.65932572548267,0.0,16.0509595034292,0.2865329512893311
1968-09-01,63.3310361260582,55.435101084090086,8.820512820512816,625.000000625,0.0,1775.9944087062468,0.19020565898393293,5584.02,186.7877571500251,14633.9,68.13405282590173,5.66472060839268,0.09532730879435736,16.0968193877247,0.2857142857142003
1968-10-01,63.6533618518647,0.5089538171536123,8.396015450294714,625.000000625,0.0,1784.414620537228,0.47411251914442065,5573.69,186.4422144171266,14427.5,67.17307396836777,5.67011549130269,0.09523652238059288,16.1885391563157,0.5698005698004049
1968-11-01,62.7341366338239,-1.4441110277569336,4.038804197188672,625.000000625,0.0,1786.070872737551,0.0928176770836231,5438.56,181.9220605452417,15659.7,72.91008050060294,5.68090525712271,0.19029181745187085,16.2343990406112,0.28328611898011946
1968-12-01,62.4118109080174,-0.5137963843957927,8.735440931780293,625.000000625,0.0,1786.027955744337,-0.0024028717935609123,5341.39,178.6716842281318,15709.9,73.14380694754192,5.69708990585273,0.28489559317552704,16.2802589249067,0.2824858757061399
1969-01-01,62.9370824611836,0.8416220351951331,9.902022097144126,625.000000625,0.0,1785.9849457548387,-0.0024081364101813385,5188.69,173.56380665663153,15454.0,71.95236077679125,5.71327562990325,0.2841051188939847,16.3261188092022,0.28169014084500343
1969-02-01,62.996772410407,0.09484066767824206,6.4555174500704915,625.000000625,0.0,1792.633104619764,0.3722404760873044,5092.09,170.33249707308914,15499.4,72.16373887820617,5.72406539572327,0.1888542846339547,16.4178385777933,0.5617977528094675
1969-03-01,66.0887117801806,4.9080917187795725,9.602058998218155,625.000000625,0.0,1800.8659663677365,0.4592608340633575,5051.16,168.96337180130456,15758.4,73.36961835544112,5.74564492736331,0.3769965950452647,16.5554182306798,0.8379888268154057
1969-04-01,66.6856112724149,0.9031791907514686,8.339798293250599,625.000000625,0.0,1804.067334973596,0.17776828845939008,5171.26,172.98076601438368,15947.6,74.25051564151393,5.76722445900335,0.3755806687125496,16.6471379992708,0.5540166204984764
1969-05-01,66.1603397192488,-0.7876834944503086,5.5619047619048345,625.000000625,0.0,1803.9743607037324,-0.005153592000761709,4996.58,167.13764843619333,16069.9,74.81993286184533,5.78341018305387,0.2806501492282232,16.6929978835663,0.2754820936638369
1969-06-01,67.9391002061069,2.6885600866112025,8.856159143075693,625.000000625,0.0,1807.1433471337323,0.17566693291382052,5149.67,172.25857166750293,16057.1,74.7603372737812,5.8049897146939,0.3731281537536546,16.7847176521574,0.5494505494510138
1969-07-01,64.441269181614,-5.148480056229065,7.701516360734217,625.000000625,0.0,1806.9427247071858,-0.01110163324147262,5211.8,174.33684562635895,15935.8,74.19557595876731,5.83735901215396,0.5576116246704954,16.8764374207484,0.5464480874315392
1969-08-01,44.301880313629,-31.252315672471354,8.731321418107063,625.000000625,0.0,1811.7395068921464,0.26546398617797173,5167.3,172.8483023917043,16195.1,75.40285220759752,5.85354473620448,0.2772782009264674,16.9681571893394,0.5434782608694455
1969-09-01,62.2804930197259,40.582053354891066,-1.658812441093227,625.000000625,0.0,1813.2936785895415,0.0857833971982691,5243.22,175.38785750125442,16743.2,77.95475391212446,5.8643345020245,0.18432874960849777,17.0140170736349,0.2702702702702009
1969-10-01,59.2482435991757,-4.868698485719769,-6.920480120029914,625.000000625,0.0,1818.0513085669588,0.2623750379540324,5224.88,174.77437698611809,16315.8,75.96481997942091,5.88051915075453,0.2759844058084271,17.105736842226,0.539083557951936
